,Village Name,English Name,District Name,Mohafaza
1544,ميس الجبل جنوبي,,قضاءي مرجعيون وحاصبيا,النبطية
1545,ميس الجبل شرقي,,قضاءي مرجعيون وحاصبيا,النبطية
1546,مزرعة عساف,Mazraet Assaf,بشري,الشمال
1547,مزرعة مشرف,Mazraat Mechref,صور,الجنوب
1548,ميس الجبل شمالي,,قضاءي مرجعيون وحاصبيا,النبطية
1549,ميس الجبل غربي,,قضاءي مرجعيون وحاصبيا,النبطية
1550,ادما والدفنه,,كسروان,جبل لبنان
1551,اغبه,,كسروان,جبل لبنان
1552,مشتى حسن,Machta Hassan,عكار,عكار
1553,مشتى حمود,Machta Hammoud,عكار,عكار
1554,السهيله,,كسروان,جبل لبنان
1555,العقيبه,,كسروان,جبل لبنان
1556,مشموشه,Machmouché,جزين,الجنوب
1557,القليعات,,كسروان,جبل لبنان
1558,النموره وكفر جريف,,كسروان,جبل لبنان
1559,معاصر الشوف,Maasser el-Chouf,الشوف,جبل لبنان
1560,معاصر بيت الدين,Maasser Beit Eddine,الشوف,جبل لبنان
1561,بطحا,,كسروان,جبل لبنان
1562,بقعاتة عشقوت,,كسروان,جبل لبنان
1563,بقعتوته,,كسروان,جبل لبنان
1564,جورة الترمس,,كسروان,جبل لبنان
1565,حارة صخر,Jounieh Haret Sakhr,كسروان,جبل لبنان
1566,حياطه,,كسروان,جبل لبنان
1567,زعيتره,,كسروان,جبل لبنان
1568,زوق مكايل,,كسروان,جبل لبنان
1569,ساحل علما,,كسروان,جبل لبنان
1570,شننعير,,كسروان,جبل لبنان
1571,شوان والعبره,,كسروان,جبل لبنان
1572,عين الدلبه,,كسروان,جبل لبنان
1573,عينطوره,,كسروان,جبل لبنان
1574,غادير,,كسروان,جبل لبنان
1575,غزير الجامع,,كسروان,جبل لبنان
1576,غزير القناة,,كسروان,جبل لبنان
1577,غزير المعاملتين,,كسروان,جبل لبنان
1578,كفرتيه,,كسروان,جبل لبنان
1579,كفردبيان,,كسروان,جبل لبنان
1580,كفرياسين,Kfar Yassine,كسروان,جبل لبنان
1581,نهر الذهب,,كسروان,جبل لبنان
1582,هرهريا والقطين,,كسروان,جبل لبنان
1583,وطى الجوز,,كسروان,جبل لبنان
1584,وادي الحور,Wadi el-Haour,عكار,عكار
1585,صيدا حي الدكرمان,,مدينة صيدا,الجنوب
1586,وادي الدير,Wadi El-Deir,الشوف,جبل لبنان
1587,صيدا حي الزويتيني,,مدينة صيدا,الجنوب
1588,صيدا حي السبيل,,مدينة صيدا,الجنوب
1589,وادي الست,Wadi El-Sit,الشوف,جبل لبنان
1590,صيدا حي السراي,,مدينة صيدا,الجنوب
1591,صيدا حي الشارع,,مدينة صيدا,الجنوب
1592,وادي الكرم,Wadi El-Karm,قضاءي بعلبك والهرمل,بعلبك والهرمل
1593,وادي الكرم,Wadi El-Karm,المتن,جبل لبنان
1594,صيدا حي القناية,,مدينة صيدا,الجنوب
1595,صيدا حي الكشك,,مدينة صيدا,الجنوب
1596,صيدا حي الكنان,,مدينة صيدا,الجنوب
1597,وادي بعنقودين,Wadi Baankoudine,جزين,الجنوب
1598,صيدا حي المسالخية,,مدينة صيدا,الجنوب
1599,صيدا حي الوسطاني,,مدينة صيدا,الجنوب
1600,وادي جزين,Wadi Djezzine,جزين,الجنوب
1601,صيدا حي رجال الاربعين,,مدينة صيدا,الجنوب
1602,صيدا حي مار نقولا,Al-Mouzeihmé,مدينة صيدا,الجنوب
1603,صيدا حي مكسر العبد,,مدينة صيدا,الجنوب
1604,وادي شاهين,Wadi Chahine,المتن,جبل لبنان
1605,التبانة,,مدينة طرابلس,الشمال
1606,الحدادين,,مدينة طرابلس,الشمال
1607,الحديد,,مدينة طرابلس,الشمال
1608,الرمانة,,مدينة طرابلس,الشمال
1609,الزاهرية,,مدينة طرابلس,الشمال
1610,السويقه,,مدينة طرابلس,الشمال
1611,وطى المروج,Wata El-Mrouge,المتن,جبل لبنان
1612,وطى حوب,Wata Houb,البترون,الشمال
1613,يارون,Yaroune,بنت جبيل,النبطية
1614,يارين,Yarine,صور,الجنوب
1615,ياطر,Yater,بنت جبيل,النبطية
1616,يانوح,Yanouh,صور,الجنوب
1617,يانوح,Yanouh,جبيل,جبل لبنان
1618,يحشوش,Yahchouche,كسروان,جبل لبنان
1619,يحفوفا,Yahfoufa,قضاءي بعلبك والهرمل,بعلبك والهرمل
1620,يحمر,Yohmor,قضاءي البقاع الغربي وراشيا,البقاع
1621,يحمر,Yohmor,النبطية,النبطية
1622,ينطا,Yanta,قضاءي البقاع الغربي وراشيا,البقاع
1623,القبة,,مدينة طرابلس,الشمال
1624,المهاترة,,مدينة طرابلس,الشمال
1625,الميناء,,مدينة طرابلس,الشمال
1626,النوري,,مدينة طرابلس,الشمال
1627,وادي النحلة,,مدينة طرابلس,الشمال
